94363362	真的吗	94363362
9436336	真的吗	94363362
9267426548	玩漂流	9267426548
926742654	玩漂流	9267426548
92674265	玩漂流	9267426548
246643426226	充电宝	246643426226
24664342622	充电宝	246643426226
2466434262	充电宝	246643426226
93663	怎么	93663
9366	怎么	93663
643248622	你发货吧	643248622
64324862	你发货吧	643248622
96643374264	用得上	96643374264
9664337426	用得上	96643374264
966433742	用得上	96643374264
96643374	用得上	96643374264
9664337	用得上	96643374264
94363354233	真的假的	94363354233
9436335423	真的假的	94363354233
943633539462	真的可以吗	943633539462
94363353946	真的可以吗	943633539462
943663494264326	真没想到	943663494264326
94366349426432	真没想到	943663494264326
9436634942643	真没想到	943663494264326
642443265362	你吃饭了吗	642443265362
64244326536	你吃饭了吗	642443265362
2443265362	吃饭了吗	2443265362
244326536	吃饭了吗	2443265362
424634244326	还没吃饭	424634244326
42463424432	还没吃饭	424634244326
4246342443	还没吃饭	424634244326
9678244326	我去吃饭	9678244326
967824432	我去吃饭	9678244326
96782443	我去吃饭	9678244326
9474244326	一起吃饭	9474244326
947424432	一起吃饭	9474244326
94742443	一起吃饭	9474244326
5468426244743663	今天吃什么	5468426244743663
546842624474366	今天吃什么	5468426244743663
94264244486486	想吃火锅	94264244486486
9426424448648	想吃火锅	94264244486486
942642444864	想吃火锅	94264244486486
433426748422	喝点水吧	433426748422
43342674842	喝点水吧	433426748422
643265425362	你到家了吗	643265425362
64326542536	你到家了吗	643265425362
9632654253	我到家了	9632654253
963265425	我到家了	9632654253
582432654253	快到家了	582432654253
58243265425	快到家了	582432654253
4249245874264	还在路上	4249245874264
424924587426	还在路上	4249245874264
42492458742	还在路上	4249245874264
4249245874	还在路上	4249245874264
424924587	还在路上	4249245874264
58742649426946	路上小心	58742649426946
5874264942694	路上小心	58742649426946
587426494269	路上小心	58742649426946
33649694942	等我一下	33649694942
3364969494	等我一下	33649694942
336496949	等我一下	33649694942
6274264548326	马上就到	6274264548326
627426454832	马上就到	6274264548326
62742645483	马上就到	6274264548326
96942696853	我先走了	96942696853
9694269685	我先走了	96942696853
646484269247486	明天再说	646484269247486
64648426924748	明天再说	646484269247486
6464842692474	明天再说	646484269247486
646484269247	明天再说	646484269247486
942249245426	下次再聊	942249245426
94224924542	下次再聊	942249245426
9422492454	下次再聊	942249245426
942249245	下次再聊	942249245426
96856649245426	有空再聊	96856649245426
9685664924542	有空再聊	96856649245426
968566492454	有空再聊	96856649245426
96856649245	有空再聊	96856649245426
92674264542622	晚上见吧	92674264542622
9267426454262	晚上见吧	92674264542622
649246254	你在哪里	649246254
64924625	你在哪里	649246254
93663484744	怎么回事	93663484744
9366348474	怎么回事	93663484744
936634847	怎么回事	93663484744
93663634968	怎么没有	93663634968
9366363496	怎么没有	93663634968
936636349	怎么没有	93663634968
93474366363	为什么呢	93474366363
9347436636	为什么呢	93474366363
744287442	是不是啊	744287442
53943322	可以的吧	53943322
5394332	可以的吧	53943322
288247464248	不太清楚	288247464248
28824746424	不太清楚	288247464248
2882474642	不太清楚	288247464248
9628944326	我不知道	9628944326
962894432	我不知道	9628944326
96289443	我不知道	9628944326
969328944326	我也不知道	969328944326
96932894432	我也不知道	969328944326
9693289443	我也不知道	969328944326
94644245394	应该可以	94644245394
9464424539	应该可以	94644245394
42694264289464	好像不行	42694264289464
4269426428946	好像不行	42694264289464
426942642894	好像不行	42694264289464
42694264289	好像不行	42694264289464
63448269433	没关系的	63448269433
6344826943	没关系的	63448269433
634744548426	没事就好	634744548426
63474454842	没事就好	634744548426
6347445484	没事就好	634744548426
289664326946	不用担心	289664326946
28966432694	不用担心	289664326946
2896643269	不用担心	289664326946
82442692653	太好玩了	82442692653
8244269265	太好玩了	82442692653
94364265262	真好看啊	94364265262
968342653453	有点累了	968342653453
96834265345	有点累了	968342653453
94269489422	先休息吧	94269489422
9426948942	先休息吧	94269489422
9263426748422	早点睡吧	9263426748422
926342674842	早点睡吧	9263426748422
94686678926	周末去玩	94686678926
9468667892	周末去玩	94686678926
946866789	周末去玩	94686678926
947478926	一起去玩	947478926
94747892	一起去玩	947478926
9474789	一起去玩	947478926
789267426548	去玩漂流	789267426548
78926742654	去玩漂流	789267426548
7892674265	去玩漂流	789267426548
424949267426548	孩子玩漂流	424949267426548
42494926742654	孩子玩漂流	424949267426548
4249492674265	孩子玩漂流	424949267426548
94264789689664	想去游泳	94264789689664
9426478968966	想去游泳	94264789689664
942647896896	想去游泳	94264789689664
94264789689	想去游泳	94264789689664
7872742622	去爬山吧	7872742622
787274262	去爬山吧	7872742622
9486234248636	准备出门	9486234248636
948623424863	准备出门	9486234248636
94862342486	准备出门	9486234248636
546842694298	今天下雨	546842694298
54684269429	今天下雨	546842694298
924642643673	外面很热	924642643673
92464264367	外面很热	924642643673
5433324726	记得带伞	5433324726
543332472	记得带伞	5433324726
54333247	记得带伞	5433324726
74366374446832486	什么时候发货	74366374446832486
7436637444683248	什么时候发货	74366374446832486
743663744468324	什么时候发货	74366374446832486
546842663643262	今天能发吗	546842663643262
54684266364326	今天能发吗	546842663643262
6232624294942	麻烦查一下	6232624294942
623262429494	麻烦查一下	6232624294942
62326242949	麻烦查一下	6232624294942
22649652694942	帮我看一下	22649652694942
2264965269494	帮我看一下	22649652694942
226496526949	帮我看一下	22649652694942
945464746832653	已经收到了	945464746832653
94546474683265	已经收到了	945464746832653
4246349687468326	还没有收到	4246349687468326
424634968746832	还没有收到	4246349687468326
42463496874683	还没有收到	4246349687468326
582434326625453	快递到哪里了	582434326625453
58243432662545	快递到哪里了	582434326625453
349443243496	地址发给我	349443243496
34944324349	地址发给我	349443243496
3243934944	发个位置	3243934944
324393494	发个位置	3243934944
32439349	发个位置	3243934944
746854634342653	手机没电了	746854634342653
74685463434265	手机没电了	746854634342653
942643246643426226	找个充电宝	942643246643426226
94264324664342622	找个充电宝	942643246643426226
9426432466434262	找个充电宝	942643246643426226
54396966494942	借我用一下	54396966494942
5439696649494	借我用一下	54396966494942
543969664949	借我用一下	54396966494942
9434396643374264	这个用得上	9434396643374264
943439664337426	这个用得上	9434396643374264
94343966433742	这个用得上	9434396643374264
9434396643374	这个用得上	9434396643374264
943439664337	这个用得上	9434396643374264
942692496642874264	现在用不上	942692496642874264
94269249664287426	现在用不上	942692496642874264
9426924966428742	现在用不上	942692496642874264
942692496642874	现在用不上	942692496642874264
94269249664287	现在用不上	942692496642874264
649426626422	你先忙吧	649426626422
64942662642	你先忙吧	649426626422
96924524484	我在开会	96924524484
9692452448	我在开会	96924524484
969245244	我在开会	96924524484
33644844843864	等会回复你	33644844843864
3364484484386	等会回复你	33644844843864
93654263243496	文件发给我	93654263243496
9365426324349	文件发给我	93654263243496
94343936636664	这个怎么弄	94343936636664
9434393663666	这个怎么弄	94343936636664
943439366366	这个怎么弄	94343936636664
94343936636	这个怎么弄	94343936636664
9247449424	再试一次	9247449424
924744942	再试一次	9247449424
424744289464	还是不行	424744289464
42474428946	还是不行	424744289464
4247442894	还是不行	424744289464
424744289	还是不行	424744289464
94546442653	已经好了	94546442653
9454644265	已经好了	94546442653
33424264426943	非常感谢	33424264426943
3342426442694	非常感谢	33424264426943
334242644269	非常感谢	33424264426943
946586453	辛苦你了	946586453
94658645	辛苦你了	946586453
28537492	不客气呀	28537492
2853749	不客气呀	28537492
7436474582453	生日快乐	7436474582453
743647458245	生日快乐	7436474582453
945874863364	一路顺风	945874863364
94587486336	一路顺风	945874863364
9458748633	一路顺风	945874863364
945874863	一路顺风	945874863364
94894267826	注意安全	94894267826
9489426782	注意安全	94894267826
948942678	注意安全	94894267826
94894267	注意安全	94894267826
9246249443	再买一个	9246249443
924624944	再买一个	9246249443
6245426474647484	买两瓶水	6245426474647484
624542647464748	买两瓶水	6245426474647484
62454264746474	买两瓶水	6245426474647484
6245426474647	买两瓶水	6245426474647484
4349694234242	给我一杯茶	4349694234242
434969423424	给我一杯茶	4349694234242
43496942342	给我一杯茶	4349694234242
22646264482694942636	帮忙关一下门	22646264482694942636
2264626448269494263	帮忙关一下门	22646264482694942636
226462644826949426	帮忙关一下门	22646264482694942636
926744926432453	钥匙忘带了	926744926432453
92674492643245	钥匙忘带了	926744926432453
246643426942692462	充电线在哪	246643426942692462
24664342694269246	充电线在哪	246643426942692462
74264424842674	上海天气	74264424842674
7426442484267	上海天气	74264424842674
246647464486486	重庆火锅	246647464486486
24664746448648	重庆火锅	246647464486486
2466474644864	重庆火锅	246647464486486
946426474264226	银行上班	946426474264226
94642647426422	银行上班	946426474264226
9464264742642	银行上班	946426474264226
9469834268464	音乐好听	9469834268464
946983426846	音乐好听	9469834268464
94698342684	音乐好听	9469834268464
9469834268	音乐好听	9469834268464
942643294468	长大以后	942643294468
94264329446	长大以后	942643294468
9426432944	长大以后	942643294468
24664946524744	重新开始	24664946524744
2466494652474	重新开始	24664946524744
246649465247	重新开始	24664946524744
