222	阿坝|阿巴|阿爸
2222	八八|巴巴|爸爸
222238674	巴巴多斯
22224	八百
22224226	八佰伴
2222436	巴柏恩
2222448426	八百孤寒
2222454	八百里
2222454264	八百两
222246426	八百年
22224926	八百万
222249445426	八拜之交
2222498	八百余
2222526	擦擦看
22226	八宝|拔草
222267426	八宝山
222326	阿巴丹
22234	八杯|八辈
2223438	巴贝夫
2223474	巴贝奇
2223494	八辈子
222364	八层
222367249826	拔本塞原
22236739826	拔本塞源
2224	八次|巴比
222426	靶标
2224264	靶场
222426748	擦边球
22242694826454	擦边撞击
2224364	八成
22244	八尺|把持
22244283464	把持不定
2224586	巴比伦
22245869264486	巴比伦王国
222464	把柄
2224664	八重
22248	八处|拔出|拔除|罢黜
22248224542	罢黜百家
2224826454	擦窗机
2224826454645664	八窗玲珑
2224878	拔出去
22249878	把臂徐去
222527492	阿巴拉契亚
222654	阿保机
222664248534	拔丛出类
222672	巴博萨
22274	阿巴斯|阿拔斯
2228	八步|八部|巴布
222833	巴不得
22286	八寸
222892	巴布亚
2229468	阿坝州
2232	八发|八大|八打|八达|吧嗒|巴达
2232248	八大处
22324	八代|八袋
2232488664	八大胡同
22325464	八达岭
223254642426424364	八达岭长城
22325492	巴伐利亚
223254929468	巴伐利亚州
223258	巴达律
22326	八幡|八番|八道|巴丹|霸道
223264	八方
223264336498	八方风雨
2232643649464	霸道横行
223264489464	八方呼应
223264944924	八方之外
2232649449826	八方支援
22326542654	把饭叫饥
2232654546	巴丹吉林
223265454674266	巴丹吉林沙漠
223269426494264	拔刀相向
2232694264948	拔刀相助
2232934	巴达维
2233	巴德
2233483	巴菲特
22336	八分
223364	八封|巴登|把风
22336548543	八分九裂
22336748	八分熟
2233686	巴德诺
22336926	巴芬湾
22342268426	拔地参天
223426	八点|拔掉|擦掉
223437	阿贝尔
22343774	拔地而起
223464	坝顶|巴丁
22347482	巴蒂斯塔
22349267426	拔地摇山
2234948426	拔地倚天
223664	巴东
2236649426	巴东县
22368	巴豆
22368944224	八斗之才
2237	巴尔|把儿
22373366	巴尔的摩
2237426	巴尔干
2237426226326	巴尔干半岛
22374263478	巴尔干地区
22375274448	巴尔喀什湖
223766	巴尔默
2237724	巴尔赛
223794253	巴尔扎克
2238	八幅|八度|拔毒
223826	坝段
223826546	八段锦
22384	八队
223858638	巴甫洛夫
22386	巴顿|把舵
224	阿鼻
2242	巴哈
22422	百把
224224	拜拜|摆摆|猜猜|白白|白菜
22422433	白白的
22422434	白白地
22422437	柏柏尔
22422454645464	白白净净
22422472647264	白白胖胖
22422476	百白破
224224946	白菜心
224226	白斑|白板|百宝|百般|百草|财保|财宝|采办
224226336424364	百般奉承
2242263426626	百般刁难
22422638934	百般抚慰
2242264829264	百般花样
224226748264	百草霜
224226842684	百般挑剔
224226934626	百般为难
22422694366	百般折磨
22422698624	百般无奈
22422698626	百般阻挠
2242294	拜把子
22423	猜测
22423248	猜测出
2242332	猜测法
22423326	猜测到
224234	百倍|败北
22424	彩瓷|拜辞|白瓷|百次|败笔
224242	采茶
2242426	彩超|百遍|财产|采编
22424264	菜场|财长
22424267464242	财产清查
22424267484	财产税
22424267826	财产权
224243	彩车|拜别|裁撤
22424364	白城
22424364744	白城市
224244	白吃|白痴|百尺
22424422443	白吃白喝
2242443364	白炽灯
224244426868	百尺竿头
22424498944	百尺无枝
2242464	裁并|败兵
224246433	白秉德
224246494454264	败兵之将
22424662426	百辞莫辩
2242466494	白崇禧
2242468	彩绸|白绸
224246854294	摆臭架子
224247269426	白璧三献
224247447426	才蔽识浅
2242474649464	白璧青蝇
224248	百出|裁处
2242482638424	百川赴海
224248658	白唇鹿
22424874364	蔡楚生
224249464	白矮星
22426	八号|拔高|财帛
