94363362	真的吗
9436336	真的吗
9267426548	玩漂流
926742654	玩漂流
92674265	玩漂流
246643426226	充电宝
24664342622	充电宝
2466434262	充电宝
93663	怎么
9366	怎么
643248622	你发货吧
64324862	你发货吧
96643374264	用得上
9664337426	用得上
966433742	用得上
96643374	用得上
9664337	用得上
94363354233	真的假的
9436335423	真的假的
943633539462	真的可以吗
94363353946	真的可以吗
943663494264326	真没想到
94366349426432	真没想到
9436634942643	真没想到
642443265362	你吃饭了吗
64244326536	你吃饭了吗
2443265362	吃饭了吗
244326536	吃饭了吗
424634244326	还没吃饭
42463424432	还没吃饭
4246342443	还没吃饭
9678244326	我去吃饭
967824432	我去吃饭
96782443	我去吃饭
9474244326	一起吃饭
947424432	一起吃饭
94742443	一起吃饭
5468426244743663	今天吃什么
546842624474366	今天吃什么
94264244486486	想吃火锅
9426424448648	想吃火锅
942642444864	想吃火锅
433426748422	喝点水吧
43342674842	喝点水吧
643265425362	你到家了吗
64326542536	你到家了吗
9632654253	我到家了
963265425	我到家了
582432654253	快到家了
58243265425	快到家了
4249245874264	还在路上
424924587426	还在路上
42492458742	还在路上
4249245874	还在路上
424924587	还在路上
58742649426946	路上小心
5874264942694	路上小心
587426494269	路上小心
33649694942	等我一下
3364969494	等我一下
336496949	等我一下
6274264548326	马上就到
627426454832	马上就到
62742645483	马上就到
96942696853	我先走了
9694269685	我先走了
646484269247486	明天再说
64648426924748	明天再说
6464842692474	明天再说
646484269247	明天再说
942249245426	下次再聊
94224924542	下次再聊
9422492454	下次再聊
942249245	下次再聊
96856649245426	有空再聊
9685664924542	有空再聊
968566492454	有空再聊
96856649245	有空再聊
92674264542622	晚上见吧
9267426454262	晚上见吧
649246254	你在哪里
64924625	你在哪里
93663484744	怎么回事
9366348474	怎么回事
936634847	怎么回事
93663634968	怎么没有
9366363496	怎么没有
936636349	怎么没有
93474366363	为什么呢
9347436636	为什么呢
744287442	是不是啊
53943322	可以的吧
5394332	可以的吧
288247464248	不太清楚
28824746424	不太清楚
2882474642	不太清楚
9628944326	我不知道
962894432	我不知道
96289443	我不知道
969328944326	我也不知道
96932894432	我也不知道
9693289443	我也不知道
94644245394	应该可以
9464424539	应该可以
42694264289464	好像不行
4269426428946	好像不行
426942642894	好像不行
42694264289	好像不行
63448269433	没关系的
6344826943	没关系的
634744548426	没事就好
63474454842	没事就好
6347445484	没事就好
289664326946	不用担心
28966432694	不用担心
2896643269	不用担心
82442692653	太好玩了
8244269265	太好玩了
94364265262	真好看啊
968342653453	有点累了
96834265345	有点累了
94269489422	先休息吧
9426948942	先休息吧
9263426748422	早点睡吧
926342674842	早点睡吧
94686678926	周末去玩
9468667892	周末去玩
946866789	周末去玩
947478926	一起去玩
94747892	一起去玩
9474789	一起去玩
789267426548	去玩漂流
78926742654	去玩漂流
7892674265	去玩漂流
424949267426548	孩子玩漂流
42494926742654	孩子玩漂流
4249492674265	孩子玩漂流
94264789689664	想去游泳
9426478968966	想去游泳
942647896896	想去游泳
94264789689	想去游泳
7872742622	去爬山吧
787274262	去爬山吧
9486234248636	准备出门
948623424863	准备出门
94862342486	准备出门
546842694298	今天下雨
54684269429	今天下雨
924642643673	外面很热
92464264367	外面很热
5433324726	记得带伞
543332472	记得带伞
54333247	记得带伞
74366374446832486	什么时候发货
7436637444683248	什么时候发货
743663744468324	什么时候发货
546842663643262	今天能发吗
54684266364326	今天能发吗
6232624294942	麻烦查一下
623262429494	麻烦查一下
62326242949	麻烦查一下
22649652694942	帮我看一下
2264965269494	帮我看一下
226496526949	帮我看一下
945464746832653	已经收到了
94546474683265	已经收到了
4246349687468326	还没有收到
424634968746832	还没有收到
42463496874683	还没有收到
582434326625453	快递到哪里了
58243432662545	快递到哪里了
349443243496	地址发给我
34944324349	地址发给我
3243934944	发个位置
324393494	发个位置
32439349	发个位置
746854634342653	手机没电了
74685463434265	手机没电了
942643246643426226	找个充电宝
94264324664342622	找个充电宝
9426432466434262	找个充电宝
54396966494942	借我用一下
5439696649494	借我用一下
543969664949	借我用一下
9434396643374264	这个用得上
943439664337426	这个用得上
94343966433742	这个用得上
9434396643374	这个用得上
943439664337	这个用得上
942692496642874264	现在用不上
94269249664287426	现在用不上
9426924966428742	现在用不上
942692496642874	现在用不上
94269249664287	现在用不上
649426626422	你先忙吧
64942662642	你先忙吧
96924524484	我在开会
9692452448	我在开会
969245244	我在开会
33644844843864	等会回复你
3364484484386	等会回复你
93654263243496	文件发给我
9365426324349	文件发给我
94343936636664	这个怎么弄
9434393663666	这个怎么弄
943439366366	这个怎么弄
94343936636	这个怎么弄
9247449424	再试一次
924744942	再试一次
424744289464	还是不行
42474428946	还是不行
4247442894	还是不行
424744289	还是不行
94546442653	已经好了
9454644265	已经好了
33424264426943	非常感谢
3342426442694	非常感谢
334242644269	非常感谢
946586453	辛苦你了
94658645	辛苦你了
28537492	不客气呀
2853749	不客气呀
7436474582453	生日快乐
743647458245	生日快乐
945874863364	一路顺风
94587486336	一路顺风
9458748633	一路顺风
945874863	一路顺风
94894267826	注意安全
9489426782	注意安全
948942678	注意安全
94894267	注意安全
9246249443	再买一个
924624944	再买一个
6245426474647484	买两瓶水
624542647464748	买两瓶水
62454264746474	买两瓶水
6245426474647	买两瓶水
4349694234242	给我一杯茶
434969423424	给我一杯茶
43496942342	给我一杯茶
22646264482694942636	帮忙关一下门
2264626448269494263	帮忙关一下门
226462644826949426	帮忙关一下门
926744926432453	钥匙忘带了
92674492643245	钥匙忘带了
246643426942692462	充电线在哪
24664342694269246	充电线在哪
74264424842674	上海天气
7426442484267	上海天气
246647464486486	重庆火锅
24664746448648	重庆火锅
2466474644864	重庆火锅
946426474264226	银行上班
94642647426422	银行上班
9464264742642	银行上班
9469834268464	音乐好听
946983426846	音乐好听
94698342684	音乐好听
9469834268	音乐好听
942643294468	长大以后
94264329446	长大以后
9426432944	长大以后
24664946524744	重新开始
2466494652474	重新开始
246649465247	重新开始
